cycle,soh_A,ri_A,temp_A,curr_A,soh_B,ri_B,temp_B,curr_B
232,53.31566941337307,0.13602119670395232,35.88169573631619,2.0,65.09011353104471,0.12189186376274634,27.437837275254928,1.0
233,53.09120513430444,0.13629055383883468,35.903244307106775,2.0,64.94671029320226,0.12206394764815728,27.441278952963145,1.0
234,52.86653398895621,0.13656015921325254,35.92481273706021,2.0,64.8032740152538,0.12223607118169544,27.444721423633908,1.0
235,52.64165578668044,0.13683001305598347,35.94640104447868,2.0,64.65980468958692,0.1224082343724957,27.448164687449914,1.0
236,52.41657033665344,0.13710011559601587,35.968009247681266,2.0,64.5163023085874,0.12258043722969511,27.4516087445939,1.0
237,52.191277447875706,0.13737046706254916,35.98963736500393,2.0,64.3727668646393,0.12275267976243286,27.455053595248657,1.0
238,51.96577692917167,0.13764106768499398,36.01128541479952,2.0,64.22919835012492,0.1229249619798501,27.458499239597003,1.0
239,51.74006858918959,0.1379119176929725,36.0329534154378,2.0,64.08559675742478,0.12309728389109026,27.461945677821806,1.0
240,51.51415223640139,0.13818301731631835,36.054641385305466,2.0,63.94196207891769,0.12326964550529876,27.465392910105976,1.0
241,51.288027679102456,0.13845436678507705,36.07634934280617,2.0,63.79829430698067,0.1234420468316232,27.468840936632464,1.0
242,51.06169472541151,0.13872596632950618,36.098077306360494,2.0,63.654593433989,0.12361448787921318,27.472289757584264,1.0
243,50.83515318327045,0.13899781618007545,36.119825294406034,2.0,63.51085945231619,0.12378696865722058,27.47573937314441,1.0
244,50.60840286044415,0.139269916567467,36.14159332539736,2.0,63.367092354334005,0.12395948917479921,27.479189783495983,1.0
245,50.38144356452034,0.1395422677225756,36.16338141780605,2.0,63.223292132412446,0.12413204944110508,27.4826409888221,1.0
246,50.1542751029094,0.1398148698765087,36.1851895901207,2.0,63.07945877891975,0.12430464946529629,27.486092989305927,1.0
247,49.926897282844244,0.1400877232605869,36.20701786084695,2.0,62.935592286222416,0.1244772892565331,27.489545785130662,1.0
248,49.69930991138011,0.14036082810634387,36.22886624850751,2.0,62.79169264668516,0.12464996882397782,27.492999376479556,1.0
249,49.47151279539444,0.14063418464552668,36.250734771642136,2.0,62.64775985267096,0.12482268817679484,27.496453763535897,1.0
250,49.243505741586674,0.140907793110096,36.27262344880768,2.0,62.50379389654101,0.12499544732415079,27.499908946483014,1.0
